Ultrasonic Distance1 (cm),Ultrasonic Distance2 (cm),Ultrasonic Distance3 (cm),Ultrasonic Distance4 (cm),Ultrasonic Distance5 (cm),Ultrasonic Distance6 (cm)
223.118408203125,0.0,,,,
223.60000610351562,0.0,,,,
223.15280151367188,0.0,,,,
27.606000900268555,0.0,,,,
112.72880554199219,0.0,,,,
12.79680061340332,0.0,,,,
10.61240005493164,0.0,,,,
5.710400104522705,0.0,,,,
8.823600769042969,0.0,,,,
110.80240631103516,0.0,,,,
112.07520294189453,0.0,,,,
0.7912000417709351,0.0,,,,
12.005599975585938,0.0,,,,
112.17840576171875,0.0,,,,
12.418400764465332,0.0,,,,
1185.802490234375,0.0,,,,
111.30120086669922,0.0,,,,
1185.510009765625,0.0,,,,
223.56561279296875,0.0,,,,
19.986400604248047,0.0,,,,
19.16080093383789,0.0,,,,
19.401599884033203,0.0,,,,
19.79720115661621,0.0,,,,
20.21000099182129,0.0,,,,
19.64240074157715,0.0,,,,
20.227201461791992,0.0,,,,
19.900400161743164,0.0,,,,
20.261600494384766,0.0,,,,
20.691600799560547,0.0,,,,
20.261600494384766,0.0,,,,
19.212400436401367,0.0,,,,
19.16080093383789,0.0,,,,
19.556400299072266,0.0,,,,
19.50480079650879,0.0,,,,
19.64240074157715,0.0,,,,
19.969200134277344,0.0,,,,
19.522001266479492,0.0,,,,
19.57360076904297,0.0,,,,
19.900400161743164,0.0,,,,
20.64000129699707,0.0,,,,
222.98080444335938,0.0,,,,
21.104400634765625,0.0,,,,
21.48280143737793,0.0,,,,
223.4108123779297,0.0,,,,
223.118408203125,0.0,,,,
24.95720100402832,0.0,,,,
223.0152130126953,0.0,,,,
223.4108123779297,0.0,,,,
223.54840087890625,0.0,,,,
223.03240966796875,0.0,,,,
223.10121154785156,0.0,,,,
1186.0948486328125,0.0,,,,
223.10121154785156,0.0,,,,
223.10121154785156,0.0,,,,
223.56561279296875,0.0,,,,
223.30760192871094,0.0,,,,
223.13560485839844,0.0,,,,
223.10121154785156,0.0,,,,
223.56561279296875,0.0,,,,
223.4108123779297,0.0,,,,
223.08401489257812,0.0,,,,
222.9980010986328,0.0,,,,
223.118408203125,0.0,,,,
223.4108123779297,0.0,,,,
223.54840087890625,0.0,,,,
223.118408203125,0.0,,,,
223.44520568847656,0.0,,,,
223.4108123779297,0.0,,,,
222.9980010986328,0.0,,,,
223.13560485839844,0.0,,,,
223.118408203125,0.0,,,,
223.3936004638672,0.0,,,,
223.13560485839844,0.0,,,,
223.13560485839844,0.0,,,,
223.56561279296875,0.0,,,,
223.7548065185547,0.0,,,,
223.118408203125,0.0,,,,
223.13560485839844,0.0,,,,
223.03240966796875,0.0,,,,
223.4108123779297,0.0,,,,
11.025200843811035,0.0,,,,
2.752000093460083,0.0,,,,
3.9732000827789307,0.0,,,,
3.23360013961792,0.0,,,,
2.8208000659942627,0.0,,,,
3.19920015335083,0.0,,,,
3.3368000984191895,0.0,,,,
3.3540000915527344,0.0,,,,
3.19920015335083,0.0,,,,
3.19920015335083,0.0,,,,
3.23360013961792,0.0,,,,
3.3368000984191895,0.0,,,,
3.19920015335083,0.0,,,,
3.0960001945495605,0.0,,,,
3.3368000984191895,0.0,,,,
3.3196001052856445,0.0,,,,
3.6120002269744873,0.0,,,,
3.19920015335083,0.0,,,,
3.3368000984191895,0.0,,,,
3.6120002269744873,0.0,,,,
3.6292002201080322,0.0,,,,
3.19920015335083,0.0,,,,
3.3196001052856445,0.0,,,,
3.3196001052856445,0.0,,,,
3.6120002269744873,0.0,,,,
3.1476001739501953,0.0,,,,
3.3368000984191895,0.0,,,,
3.6120002269744873,0.0,,,,
3.19920015335083,0.0,,,,
3.6120002269744873,0.0,,,,
3.6292002201080322,0.0,,,,
3.23360013961792,0.0,,,,
3.0960001945495605,0.0,,,,
3.19920015335083,0.0,,,,
3.6120002269744873,0.0,,,,
3.6292002201080322,0.0,,,,
3.19920015335083,0.0,,,,
3.5260000228881836,0.0,,,,
3.5088000297546387,0.0,,,,
4.265600204467773,0.0,,,,
4.145200252532959,0.0,,,,
2.476799964904785,0.0,,,,
2.992799997329712,0.0,,,,
107.03560638427734,0.0,,,,
105.81440734863281,0.0,,,,
105.98640441894531,0.0,,,,
105.65960693359375,0.0,,,,
107.03560638427734,0.0,,,,
106.36480712890625,0.0,,,,
6.570400238037109,0.0,,,,
5.710400104522705,0.0,,,,
7.998000144958496,0.0,,,,
5.8308000564575195,0.0,,,,
5.779200077056885,0.0,,,,
6.002799987792969,0.0,,,,
5.69320011138916,0.0,,,,
5.744800090789795,0.0,,,,
5.813600063323975,0.0,,,,
5.65880012512207,0.0,,,,
5.813600063323975,0.0,,,,
5.228800296783447,0.0,,,,
4.867599964141846,0.0,,,,
4.454800128936768,0.0,,,,
4.437600135803223,0.0,,,,
5.813600063323975,0.0,,,,
5.280400276184082,0.0,,,,
7.396000385284424,0.0,,,,
4.747200012207031,0.0,,,,
3.904400110244751,0.0,,,,
4.386000156402588,0.0,,,,
4.093600273132324,0.0,,,,
3.5776000022888184,0.0,,,,
3.5776000022888184,0.0,,,,
3.680800199508667,0.0,,,,
3.3540000915527344,0.0,,,,
3.2852001190185547,0.0,,,,
3.2680001258850098,0.0,,,,
3.2680001258850098,0.0,,,,
3.6292002201080322,0.0,,,,
3.7324001789093018,0.0,,,,
3.7324001789093018,0.0,,,,
4.454800128936768,0.0,,,,
105.76280212402344,0.0,,,,
45.02960205078125,0.0,,,,
106.24440002441406,0.0,,,,
105.26399993896484,0.0,,,,
9.941600799560547,0.0,,,,
105.50480651855469,0.0,,,,
105.86600494384766,0.0,,,,
105.40160369873047,0.0,,,,
104.69640350341797,0.0,,,,
19.7455997467041,0.0,,,,
105.21240234375,0.0,,,,
7.705600261688232,0.0,,,,
226.81640625,0.0,,,,
104.69640350341797,0.0,,,,
104.79960632324219,0.0,,,,
105.22960662841797,0.0,,,,
105.22960662841797,0.0,,,,
104.69640350341797,0.0,,,,
104.79960632324219,0.0,,,,
104.81680297851562,0.0,,,,
104.79960632324219,0.0,,,,
104.69640350341797,0.0,,,,
104.69640350341797,0.0,,,,
104.79960632324219,0.0,,,,
104.81680297851562,0.0,,,,
104.69640350341797,0.0,,,,
104.7136001586914,0.0,,,,
104.79960632324219,0.0,,,,
105.2468032836914,0.0,,,,
104.69640350341797,0.0,,,,
104.7136001586914,0.0,,,,
104.81680297851562,0.0,,,,
104.81680297851562,0.0,,,,
104.7136001586914,0.0,,,,
104.7136001586914,0.0,,,,
105.53919982910156,0.0,,,,
105.53919982910156,0.0,,,,
104.69640350341797,0.0,,,,
104.67920684814453,0.0,,,,
227.72801208496094,0.0,,,,
226.7132110595703,0.0,,,,
104.40400695800781,0.0,,,,
104.38680267333984,0.0,,,,
105.22960662841797,0.0,,,,
226.81640625,0.0,,,,
105.50480651855469,0.0,,,,
27.64040184020996,0.0,,,,
36.84239959716797,0.0,,,,
227.6248016357422,0.0,,,,
42.002403259277344,0.0,,,,
105.40160369873047,0.0,,,,
105.05760192871094,0.0,,,,
105.40160369873047,0.0,,,,
105.1780014038086,0.0,,,,
105.38440704345703,0.0,,,,
105.38440704345703,0.0,,,,
105.40160369873047,0.0,,,,
105.50480651855469,0.0,,,,
105.12640380859375,0.0,,,,
89.87000274658203,0.0,,,,
79.06840515136719,0.0,,,,
57.17280197143555,0.0,,,,
51.03240203857422,0.0,,,,
48.14280319213867,0.0,,,,
47.85040283203125,0.0,,,,
50.310001373291016,0.0,,,,
50.43040084838867,0.0,,,,
50.310001373291016,0.0,,,,
50.67120361328125,0.0,,,,
69.09239959716797,0.0,,,,
49.75960159301758,0.0,,,,
50.258399963378906,0.0,,,,
50.43040084838867,0.0,,,,
51.27320098876953,0.0,,,,
60.1140022277832,0.0,,,,
63.261600494384766,0.0,,,,
53.0620002746582,0.0,,,,
53.457603454589844,0.0,,,,
50.65400314331055,0.0,,,,
59.59800338745117,0.0,,,,
52.30520248413086,0.0,,,,
105.12640380859375,0.0,,,,
31.304000854492188,0.0,,,,
83.38560485839844,0.0,,,,
40.7296028137207,0.0,,,,
17.423601150512695,0.0,,,,
40.6952018737793,0.0,,,,
104.74800109863281,0.0,,,,
105.52200317382812,0.0,,,,
104.67920684814453,0.0,,,,
105.10920715332031,0.0,,,,
104.79960632324219,0.0,,,,
105.4188003540039,0.0,,,,
104.81680297851562,0.0,,,,
104.69640350341797,0.0,,,,
104.81680297851562,0.0,,,,
105.12640380859375,0.0,,,,
